bairro_group,bairro,latitude,longitude,room_type,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
1,9,40.72295,-73.98246,1,4,4,0.09,1,0
1,30,40.7787,-73.98407,1,3,2,0.05,1,0
2,11,40.65036,-73.96306,2,1,0,0.0,2,0
1,29,40.77673,-73.95078,2,1,7,0.2,1,0
2,6,40.67804,-73.95411,2,1,1,0.05,3,0
2,6,40.67628,-73.95422,2,1,1,0.04,3,0
2,2,40.68949,-73.91191,2,5,0,0.0,1,0
1,9,40.72682,-73.97845,1,1,0,0.0,1,0
1,23,40.71011,-74.01457,2,2,31,0.65,1,0
2,23,40.62467,-73.96406,1,2,13,0.37,1,0
1,23,40.7256,-73.99555,2,1,3,0.06,1,0
2,23,40.64305,-73.99959,2,2,1,0.02,2,0
2,23,40.68852,-73.98697,1,5,12,0.25,1,0
2,1,40.69141,-73.934,1,4,54,1.14,1,0
2,2,40.70512,-73.92187,2,3,3,0.06,1,0
1,16,40.8051,-73.95069,1,2,1,0.02,1,0
2,11,40.64935,-73.96485,2,2,24,1.48,1,175
1,30,40.8012,-73.96382,2,3,9,0.19,1,0
1,16,40.81095,-73.9443,1,2,12,0.65,1,0
1,23,40.72547,-74.01,2,7,51,1.11,2,156
2,12,40.68799,-73.97314,1,2,19,0.4,1,1
2,33,40.71477,-73.94761,2,5,5,0.11,1,0
2,33,40.71733,-73.95566,1,6,0,0.0,1,0
2,33,40.70884,-73.95742,2,1,3,0.06,1,0
2,33,40.71704,-73.94509,2,1,0,0.0,1,0
2,2,40.70192,-73.92928,2,1,7,0.15,1,0
2,6,40.67065,-73.93544,2,8,1,0.02,1,0
1,3,40.7394,-73.99838,1,1,10,0.22,1,6
1,21,40.75737,-73.96916,2,1,1,0.02,1,0
2,5,40.69188,-73.9607,2,5,0,0.0,1,0
1,31,40.8327,-73.94486,1,1,3,0.06,1,0
1,4,40.71612,-73.99121,1,1,0,0.0,1,0
1,16,40.80313,-73.95742,2,2,1,0.02,1,0
1,16,40.81189,-73.94148,2,2,20,0.42,1,0
1,20,40.71289,-73.98877,2,3,27,0.56,2,261
2,1,40.68887,-73.95393,2,1,2,0.04,1,0
1,10,40.70552,-74.00841,1,1,3,0.06,1,0
2,24,40.66889,-73.97617,1,2,60,1.26,1,0
1,8,40.79042,-73.94641,2,4,37,0.77,1,0
1,16,40.82034,-73.94345,2,1,0,0.0,1,0
2,14,40.72402,-73.9415,1,5,2,0.04,1,0
1,30,40.79452,-73.97065,2,1,12,0.27,1,0
1,30,40.79955,-73.96369,1,2,7,0.15,1,0
2,1,40.68346,-73.95551,2,2,30,1.97,1,0
1,29,40.7631,-73.96393,1,3,19,0.41,1,0
1,16,40.82599,-73.94238,2,1,0,0.0,1,0
1,32,40.73764,-73.99887,1,3,4,0.08,1,0
4,19,40.7432,-73.95565,1,2,6,0.13,1,0
1,30,40.79045,-73.97361,1,5,12,0.26,1,0
2,23,40.66671,-73.98172,2,2,5,0.1,3,0
1,30,40.794,-73.97632,1,5,16,0.34,1,0
1,31,40.83353,-73.94393,2,4,45,2.23,1,59
2,33,40.70641,-73.96801,1,1,0,0.0,1,0
2,33,40.71272,-73.96632,1,1,0,0.0,1,0
4,0,40.76254,-73.91415,2,2,7,0.15,2,0
2,2,40.69095,-73.92386,2,4,8,0.17,1,0
5,23,40.82381,-73.92725,1,1,1,0.02,1,0
1,16,40.82112,-73.94962,1,1,7,0.15,1,10
2,6,40.67552,-73.96041,1,5,4,0.09,1,10
2,33,40.70889,-73.94113,2,1,1,0.02,1,0
1,3,40.74466,-73.99504,1,2,4,0.09,1,0
1,21,40.75176,-73.96921,1,1,1,0.02,1,0
1,17,40.76548,-73.99155,2,1,0,0.0,1,0
1,4,40.71379,-73.99112,1,3,39,0.85,1,19
2,25,40.67505,-73.96711,1,2,5,0.11,1,0
2,23,40.66293,-73.9838,1,1,3,0.06,1,0
2,14,40.72961,-73.95656,1,1,0,0.0,1,0
1,30,40.79397,-73.97376,1,3,1,0.02,1,0
1,22,40.80674,-73.96141,2,1,0,0.0,1,0
1,15,40.73049,-74.00111,2,2,0,0.0,1,0
2,23,40.68234,-73.98088,2,3,0,0.0,1,0
1,30,40.78323,-73.97721,1,3,1,0.02,1,0
1,20,40.71767,-73.99004,1,1,26,0.54,1,0
1,16,40.81208,-73.95097,1,3,1,0.03,1,0
2,5,40.68973,-73.96073,2,2,2,0.04,1,0
1,32,40.73453,-74.00656,1,1,0,0.0,1,0
1,30,40.80089,-73.96752,3,1,0,0.0,1,0
2,14,40.72717,-73.94697,1,2,21,0.45,1,188
1,29,40.77459,-73.9476,2,2,18,0.38,1,0
1,9,40.72475,-73.98009,1,3,0,0.0,1,0
1,21,40.7601,-73.96746,2,1,0,0.0,1,0
4,19,40.75037,-73.91265,2,4,28,0.59,2,364
1,20,40.72028,-73.98182,2,3,1,0.03,1,0
2,1,40.6862,-73.9542,1,4,7,0.15,1,18
2,33,40.71163,-73.95186,1,7,33,0.7,1,0
2,33,40.71009,-73.95398,1,1,0,0.0,1,0
1,23,40.72634,-74.00101,1,3,6,0.14,1,0
1,30,40.80193,-73.97038,1,2,18,0.38,2,0
2,11,40.65353,-73.95611,2,1,0,0.0,1,0
2,23,40.61926,-74.03272,2,1,15,0.39,1,22
1,30,40.79203,-73.96967,1,7,9,0.19,1,19
1,9,40.7324,-73.98883,2,4,3,0.08,1,0
1,31,40.83431,-73.9402,2,2,2,0.04,1,0
1,30,40.791,-73.9722,2,5,42,1.49,1,221
1,20,40.71813,-73.99231,1,6,13,0.27,1,0
2,12,40.6874,-73.97484,1,6,8,0.23,1,9
2,33,40.71405,-73.94129,2,1,1,0.02,2,0
2,33,40.70854,-73.95281,2,1,4,0.09,1,0
1,23,40.72118,-73.99575,1,4,4,0.09,1,89
1,16,40.81835,-73.94138,2,1,2,0.04,1,0
2,2,40.70189,-73.92872,2,1,1,0.02,1,0
2,23,40.60633,-73.95704,2,3,60,1.29,3,334
1,30,40.80299,-73.96465,2,9,0,0.0,1,0
4,0,40.76979,-73.92019,1,10,7,0.15,1,0
1,29,40.77756,-73.94859,2,7,9,0.6,1,204
1,17,40.76769,-73.99405,2,3,17,0.37,1,364
2,1,40.68268,-73.92825,2,1,2,0.04,1,0
2,23,40.6851,-74.00228,2,7,2,0.17,1,32
4,23,40.78261,-73.91452,2,1,0,0.0,1,0
4,19,40.75203,-73.9361,2,3,8,0.56,1,0
1,17,40.75563,-73.99742,2,1,0,0.0,1,0
2,1,40.68317,-73.91432,2,3,3,0.07,1,0
1,18,40.7438,-73.9781,2,3,19,0.43,1,0
2,6,40.67215,-73.94281,2,2,2,0.04,1,0
1,32,40.73866,-74.00537,1,3,0,0.0,1,0
1,9,40.72178,-73.98212,1,2,11,0.24,1,0
1,29,40.77865,-73.94858,1,2,4,0.08,1,0
4,19,40.75215,-73.93913,1,7,9,0.19,1,9
1,21,40.74559,-73.98325,1,1,1,0.02,1,0
1,22,40.81033,-73.95897,2,1,0,0.0,1,0
1,23,40.71959,-73.99604,2,2,2,0.04,2,0
4,23,40.77648,-73.90987,2,3,13,0.28,1,219
4,23,40.72929,-73.8574,2,1,32,0.92,1,0
2,7,40.65551,-73.94206,1,2,6,0.16,1,130
1,30,40.79317,-73.96956,2,3,6,0.13,1,0
2,6,40.67714,-73.9486,1,2,3,0.06,1,0
2,23,40.66393,-73.98728,1,7,0,0.0,1,0
2,33,40.71905,-73.94937,2,5,3,0.06,1,0
2,23,40.63741,-74.00118,2,1,43,0.99,2,310
2,23,40.67791,-74.0072,2,5,5,0.1,1,0
2,1,40.68847,-73.95634,2,1,0,0.0,1,0
1,20,40.71903,-73.9904,1,5,10,0.21,1,11
1,23,40.7187,-74.00384,2,1,2,0.04,1,0
2,33,40.71242,-73.95009,2,2,33,0.7,1,0
1,29,40.77018,-73.95947,1,2,23,0.61,1,0
1,30,40.78557,-73.97214,2,1,2,0.04,1,0
2,2,40.70036,-73.91723,2,1,0,0.0,1,0
4,0,40.7655,-73.92169,1,3,21,0.46,2,349
2,7,40.65429,-73.94917,2,1,1,0.02,1,0
1,31,40.83436,-73.94735,1,5,5,0.11,1,0
2,25,40.6799,-73.96416,1,7,9,0.19,3,0
1,32,40.74036,-74.00416,1,3,0,0.0,1,0
2,6,40.67139,-73.94,2,3,7,0.15,1,0
2,1,40.68716,-73.9243,1,7,35,0.78,1,283
2,2,40.69589,-73.93232,2,1,3,0.06,1,0
2,6,40.67034,-73.95848,2,1,0,0.0,1,0
2,23,40.6089,-73.97866,2,2,22,0.54,2,0
1,16,40.81541,-73.94149,1,5,12,0.25,1,0
1,9,40.72399,-73.98869,1,2,2,0.04,1,0
2,28,40.66016,-73.99813,2,1,0,0.0,1,0
2,26,40.65933,-73.95931,2,1,35,0.73,2,0
2,23,40.5994,-73.95941,2,1,0,0.0,1,126
2,28,40.64153,-74.01562,2,1,2,0.04,1,0
4,23,40.73926,-73.92045,1,3,2,0.04,1,0
2,23,40.62713,-73.95221,2,3,0,0.0,1,0
2,25,40.67293,-73.96678,1,7,11,0.23,1,216
2,14,40.73604,-73.95415,1,2,4,0.16,1,322
1,31,40.8403,-73.93833,2,1,6,0.13,3,64
1,9,40.73107,-73.98213,2,2,14,0.3,2,342
1,9,40.72338,-73.98239,2,1,1,0.02,2,0
2,25,40.67309,-73.96354,1,3,4,0.09,1,0
2,1,40.68548,-73.94988,1,2,3,0.06,1,0
2,1,40.69025,-73.9303,2,5,1,0.03,1,0
4,23,40.77679,-73.9212,1,2,7,0.15,1,0
1,20,40.72014,-73.98498,2,1,2,0.04,1,0
1,17,40.76377,-73.98786,1,2,49,1.06,1,205
2,23,40.65758,-73.97801,1,3,10,0.21,2,3
1,30,40.79387,-73.97136,1,5,0,0.0,1,0
1,9,40.72644,-73.98403,1,5,0,0.0,1,0
2,2,40.70442,-73.92484,1,5,27,0.57,1,0
2,23,40.68732,-73.99245,1,3,23,0.51,1,2
1,9,40.72811,-73.98453,2,2,1,0.02,2,0
2,23,40.68282,-73.99774,1,5,2,0.06,1,0
4,23,40.68547,-73.78924,2,3,0,0.0,1,365
1,23,40.70803,-74.01735,1,1,0,0.0,1,0
2,6,40.66542,-73.96062,1,1,0,0.0,1,0
1,30,40.77368,-73.98704,2,3,4,0.08,1,0
2,7,40.64588,-73.94961,2,1,2,0.05,1,365
2,5,40.68443,-73.96737,2,2,12,0.25,1,0
1,30,40.791,-73.96809,1,3,10,0.21,1,0
2,23,40.68589,-73.99102,1,3,38,0.8,3,249
1,20,40.71796,-73.99032,2,10,0,0.0,1,0
1,17,40.75946,-73.99083,2,1,5,0.11,1,0
1,16,40.81236,-73.94142,1,4,0,0.0,1,0
2,33,40.71608,-73.95967,2,3,1,0.02,1,0
2,23,40.68665,-73.9922,1,1,0,0.0,1,0
1,30,40.78506,-73.97723,2,1,9,0.19,1,0
2,33,40.71119,-73.96471,2,3,1,0.02,1,0
2,1,40.69351,-73.94011,1,2,3,0.09,1,188
2,33,40.70939,-73.96758,2,1,0,0.0,1,0
1,31,40.85076,-73.93049,2,3,29,0.61,2,0
1,23,40.74751,-73.97676,1,1,0,0.0,1,0
1,31,40.8508,-73.94004,1,1,1,0.02,1,0
1,29,40.76102,-73.96124,2,1,1,0.02,1,0
2,2,40.70005,-73.91882,2,1,0,0.0,1,0
1,16,40.81882,-73.9468,1,1,1,0.02,1,0
1,16,40.81406,-73.95282,2,2,1,0.02,1,0
1,29,40.77484,-73.95726,2,1,2,0.04,2,0
1,9,40.72448,-73.9895,1,2,9,0.19,1,0
2,1,40.69551,-73.95075,2,5,0,0.0,1,0
1,16,40.82364,-73.95122,2,1,0,0.0,1,0
1,21,40.75669,-73.96411,2,1,3,0.06,1,0
1,4,40.71382,-73.99769,2,6,2,0.05,1,0
1,23,40.71912,-73.99776,2,2,6,0.13,1,213
1,31,40.84805,-73.94209,3,1,14,0.3,1,363
2,23,40.58851,-73.9558,2,4,52,1.09,1,341
2,5,40.68405,-73.96681,2,3,2,0.04,1,0
4,23,40.73726,-73.88065,1,2,2,0.04,1,0
1,8,40.79324,-73.94513,1,2,4,0.08,1,0
2,23,40.6881,-73.99498,1,2,4,0.09,1,0
4,23,40.74633,-73.91293,2,1,0,0.0,1,0
2,33,40.71331,-73.96347,1,1,0,0.0,1,0
2,6,40.67317,-73.95419,2,1,1,0.02,1,0
1,31,40.85159,-73.94036,1,1,32,1.18,1,358
1,31,40.84687,-73.94004,2,1,0,0.0,1,0
1,20,40.72092,-73.98849,2,1,0,0.0,1,0
2,5,40.6867,-73.9621,1,1,2,0.04,1,0
1,30,40.80113,-73.96566,2,1,0,0.0,1,0
4,19,40.74229,-73.95427,2,1,5,0.1,1,0
2,1,40.68091,-73.94662,2,7,0,0.0,1,0
1,16,40.81469,-73.94887,2,1,1,0.03,1,0
4,23,40.68792,-73.83752,1,1,22,0.49,1,130
2,1,40.68927,-73.95277,1,1,0,0.0,1,0
1,17,40.76104,-73.9885,1,3,4,0.12,1,0
1,8,40.78502,-73.94763,1,1,14,0.3,1,0
2,1,40.69451,-73.94419,1,1,2,0.04,1,0
2,1,40.68446,-73.95779,2,7,0,0.0,1,0
2,6,40.67517,-73.94421,2,1,2,0.04,2,0
1,23,40.7459,-73.97607,2,1,0,0.0,1,0
1,17,40.76292,-73.99551,1,5,5,0.11,1,0
1,30,40.79433,-73.97333,1,1,5,0.11,1,0
4,23,40.73678,-73.92437,2,7,0,0.0,1,0
2,33,40.71375,-73.94342,2,2,5,0.11,1,0
2,6,40.66983,-73.95332,1,4,4,0.08,1,0
2,23,40.68658,-73.9891,1,2,17,0.36,1,0
2,24,40.67757,-73.98195,1,4,12,0.25,1,5
4,23,40.59029,-73.79032,1,1,9,0.2,1,340
1,17,40.76444,-73.98592,1,3,12,0.26,1,33
1,16,40.8127,-73.95004,2,1,1,0.02,1,0
2,26,40.65606,-73.95902,2,10,1,0.03,1,0
4,23,40.73331,-73.80811,2,2,0,0.0,1,0
2,24,40.67202,-73.98531,1,5,18,0.5,1,0
1,23,40.86363,-73.93002,2,1,5,0.11,1,0
2,6,40.67589,-73.9287,2,2,0,0.0,1,0
2,23,40.68229,-73.99369,1,1,0,0.0,1,0
2,33,40.71278,-73.96292,2,1,0,0.0,1,0
2,33,40.7088,-73.93983,2,1,3,0.06,1,0
2,14,40.7334,-73.95639,1,5,0,0.0,1,0
1,16,40.80872,-73.94228,1,1,2,0.07,3,0
1,16,40.8098,-73.94443,2,2,1,0.02,3,0
4,23,40.73607,-73.87981,2,1,1,0.02,1,0
2,5,40.68202,-73.96273,1,3,2,0.06,1,0
2,23,40.64346,-73.99814,1,2,35,0.78,1,346
2,33,40.7149,-73.95588,1,2,15,0.32,1,0
2,24,40.67621,-73.97238,1,5,1,0.02,1,0
1,16,40.82453,-73.93952,2,2,9,0.19,2,280
2,2,40.69845,-73.93495,2,1,3,0.07,3,0
2,1,40.69704,-73.94761,2,5,2,0.04,1,0
2,1,40.68266,-73.91819,1,5,1,0.02,1,0
1,3,40.74212,-73.99828,2,2,20,0.42,2,0
1,3,40.74313,-73.99844,1,3,2,0.04,1,0
1,23,40.86274,-73.92842,2,1,13,0.28,3,0
1,3,40.74336,-74.00278,1,6,45,0.99,1,0
1,21,40.76352,-73.9777,1,4,9,0.24,1,358
2,1,40.68647,-73.92494,2,4,2,0.04,1,0
2,1,40.6831,-73.94962,1,5,1,0.02,1,0
2,1,40.6857,-73.95595,2,5,28,0.6,3,282
2,33,40.71264,-73.94622,1,3,8,0.17,1,0
4,23,40.78223,-73.80724,2,7,0,0.0,1,365
2,1,40.68053,-73.90879,2,1,4,2.18,1,240
2,12,40.68504,-73.9696,1,7,43,1.2,1,53
1,32,40.73162,-74.00928,1,1,0,0.0,1,0
1,22,40.8061,-73.96641,2,1,1,0.02,1,0
2,24,40.68193,-73.97807,1,5,1,0.02,1,0
1,3,40.74148,-74.00048,1,4,2,0.04,1,0
1,29,40.78339,-73.95239,2,4,33,0.83,1,53
1,10,40.70689,-74.01451,1,2,7,0.15,1,0
2,1,40.69113,-73.9478,1,2,1,0.02,1,0
2,33,40.71607,-73.95352,1,3,9,0.2,1,0
1,30,40.79063,-73.97864,1,2,13,0.28,2,0
4,19,40.75255,-73.93654,2,4,19,0.41,2,286
2,2,40.70068,-73.91621,2,7,2,0.04,1,0
1,29,40.7829,-73.94694,1,2,53,1.19,1,0
2,6,40.67195,-73.95535,2,3,8,0.17,1,0
1,20,40.71783,-73.98392,1,4,36,0.77,1,0
2,2,40.70153,-73.93064,1,3,0,0.0,1,0
1,22,40.81483,-73.9609,2,1,0,0.0,1,0
1,29,40.77357,-73.94729,1,2,48,1.02,1,329
2,23,40.60788,-73.98161,2,7,3,0.06,1,0
1,20,40.72235,-73.98769,2,1,1,0.02,1,0
2,11,40.65474,-73.95448,1,3,10,1.53,1,124
1,30,40.79882,-73.96382,1,1,0,0.0,1,0
2,11,40.63219,-73.95835,1,1,3,0.06,1,0
2,33,40.71003,-73.96097,2,2,17,0.37,3,329
2,26,40.65757,-73.95015,2,1,0,0.0,1,0
1,20,40.72077,-73.98551,1,4,0,0.0,1,0
1,9,40.72822,-73.98639,1,4,11,0.25,1,0
1,16,40.79996,-73.95485,1,3,42,0.89,1,219
1,9,40.72935,-73.98465,1,2,6,0.13,2,134
4,19,40.74462,-73.95521,1,2,1,0.02,1,0
1,29,40.77059,-73.95686,1,1,0,0.0,1,0
1,31,40.83261,-73.94328,2,2,9,0.19,1,0
2,33,40.71158,-73.94653,1,1,28,0.62,1,274
1,17,40.76294,-73.99248,2,2,1,0.02,1,0
1,30,40.78101,-73.98533,2,3,4,0.11,1,0
2,23,40.68671,-73.98541,1,1,2,0.04,1,0
2,33,40.71225,-73.96246,1,2,1,0.02,1,0
1,29,40.78086,-73.95029,1,4,0,0.0,1,0
2,33,40.70497,-73.94194,2,1,1,0.02,1,0
1,18,40.74111,-73.97959,2,7,0,0.0,1,0
2,5,40.68332,-73.96271,1,6,35,0.76,1,31
4,27,40.70994,-73.90201,1,1,2,0.04,1,0
2,24,40.67231,-73.98069,1,7,14,0.37,1,326
1,29,40.77441,-73.95692,2,1,0,0.0,2,0
2,12,40.68854,-73.97789,1,2,4,0.13,1,0
2,1,40.68741,-73.92622,2,3,5,0.11,1,0
1,9,40.7305,-73.98416,1,1,0,0.0,1,0
1,16,40.80689,-73.94784,2,1,0,0.0,1,0
2,14,40.72971,-73.95834,2,7,2,0.04,1,0
1,22,40.80379,-73.96571,2,1,4,0.08,1,0
2,6,40.66443,-73.94822,1,1,3,0.06,1,0
2,33,40.70866,-73.94122,2,4,7,0.21,2,364
1,17,40.76222,-73.99088,2,3,4,0.09,1,0
1,16,40.83107,-73.9486,2,3,6,0.33,1,82
1,20,40.72184,-73.9868,2,3,0,0.0,1,0
4,0,40.76257,-73.91803,2,3,1,0.03,1,0
4,23,40.74447,-73.92547,2,1,1,0.02,1,0
1,10,40.70501,-74.01395,2,5,2,0.05,1,0
2,1,40.68237,-73.95257,1,2,10,0.21,1,0
2,5,40.68096,-73.95902,2,1,0,0.0,1,0
2,5,40.69218,-73.96127,2,2,32,1.24,1,20
2,1,40.6891,-73.93926,1,2,4,0.08,1,0
1,32,40.72966,-74.00234,1,2,1,0.02,1,0
2,23,40.64493,-73.97801,2,5,1,0.02,1,0
2,33,40.70492,-73.93832,2,3,1,0.02,1,0
1,22,40.81411,-73.96073,1,2,0,0.0,1,0
2,6,40.66855,-73.92945,2,10,12,0.26,1,0
1,30,40.78718,-73.97521,1,2,0,0.0,1,0
1,21,40.74645,-73.9853,1,4,4,0.09,1,0
2,33,40.71086,-73.96088,2,1,2,0.04,1,0
1,32,40.74005,-74.00466,2,3,4,0.09,1,0
2,23,40.64362,-74.00046,2,1,0,0.0,2,0
2,23,40.68357,-73.98285,1,1,40,0.87,1,0
1,23,40.72113,-73.99465,2,2,10,0.21,2,0
1,30,40.78128,-73.98184,1,2,3,0.06,1,0
2,33,40.70955,-73.95678,1,1,20,1.44,1,35
2,6,40.67042,-73.95677,1,2,27,0.58,1,154
1,13,40.73363,-73.98545,2,1,0,0.0,1,0
2,6,40.67689,-73.94884,2,3,8,0.17,1,179
2,6,40.67053,-73.95136,2,1,1,0.02,1,0
2,12,40.69565,-73.9711,2,1,0,0.0,1,0
2,23,40.67986,-73.9945,2,2,1,0.02,1,0
1,16,40.81899,-73.94694,1,2,1,0.02,1,0
2,14,40.72555,-73.94846,2,3,2,0.05,1,0
3,23,40.63878,-74.10636,2,3,23,0.52,1,172
2,1,40.69457,-73.93889,2,1,0,0.0,1,0
1,13,40.7357,-73.98087,2,3,3,0.06,1,0
2,6,40.67082,-73.9278,2,2,39,0.83,1,311
1,23,40.71987,-73.99436,1,5,9,0.33,1,0
1,32,40.73039,-74.00223,1,4,0,0.0,1,0
1,21,40.75709,-73.96972,1,2,7,0.15,1,0
1,3,40.74453,-73.99988,1,3,39,0.84,1,1
1,30,40.80021,-73.96634,1,1,0,0.0,2,0
1,10,40.70623,-74.0051,1,2,52,1.11,1,72
1,17,40.75543,-73.99662,2,1,0,0.0,1,0
1,16,40.80156,-73.95128,1,3,2,0.04,1,0
2,1,40.68506,-73.93867,2,2,6,0.13,2,0
1,18,40.74086,-73.9803,1,1,1,0.02,1,0
1,30,40.80268,-73.969,1,4,11,0.23,1,10
2,2,40.69994,-73.92176,2,3,0,0.0,1,0
1,30,40.80049,-73.96064,1,1,2,0.05,1,0
1,30,40.79943,-73.968,2,1,2,0.04,1,0
1,31,40.84984,-73.94187,1,3,2,0.04,1,0
1,16,40.80009,-73.95313,1,3,1,0.02,1,0
1,10,40.70518,-74.0127,2,2,0,0.0,1,0
2,33,40.7167,-73.95272,1,2,2,0.04,1,0
2,23,40.66921,-73.98813,1,6,28,0.68,3,0
1,21,40.74321,-73.98474,1,7,1,0.03,1,0
1,3,40.7468,-74.00493,1,1,6,0.13,1,0
1,31,40.84877,-73.93515,2,3,1,0.02,1,0
1,3,40.74716,-74.00047,1,3,2,0.05,2,0
2,33,40.71413,-73.95044,2,2,3,0.06,1,0
1,13,40.73428,-73.98521,1,3,0,0.0,1,0
2,23,40.61391,-73.99128,2,2,2,0.22,2,365
2,33,40.71502,-73.96436,1,1,0,0.0,1,0
1,29,40.77391,-73.94816,1,3,0,0.0,1,0
1,9,40.72395,-73.98001,1,2,25,0.55,1,0
1,17,40.76449,-73.9934,1,3,0,0.0,1,0
1,30,40.777,-73.97708,2,1,8,0.17,1,0
1,30,40.78888,-73.97723,1,1,1,0.02,1,0
1,16,40.82861,-73.94127,2,1,5,0.11,1,0
1,8,40.78938,-73.94679,1,7,3,0.06,1,56
2,33,40.71058,-73.95191,2,1,2,0.04,1,0
1,32,40.73519,-74.00642,1,3,9,0.2,1,168
2,33,40.71139,-73.94176,1,11,11,0.24,1,0
1,16,40.80356,-73.95666,2,1,2,0.04,1,0
4,0,40.76281,-73.91554,2,1,2,0.04,1,0
1,29,40.77098,-73.95965,1,2,5,0.11,1,157
1,20,40.71449,-73.987,2,2,1,0.02,1,0
2,5,40.69143,-73.96079,2,4,21,2.31,1,12
1,20,40.71846,-73.98672,2,4,3,0.06,1,0
4,23,40.72172,-73.8881,1,3,45,1.06,1,219
2,33,40.70978,-73.95143,1,3,5,0.13,2,0
1,9,40.72578,-73.98236,1,5,16,0.72,1,1
2,25,40.67308,-73.96336,1,2,0,0.0,1,0
1,16,40.82457,-73.94984,2,2,3,0.08,1,0
1,9,40.72686,-73.98743,2,5,10,0.28,1,0
2,5,40.68433,-73.95982,2,1,14,0.3,2,0
2,26,40.65508,-73.95689,2,2,3,0.07,1,0
1,17,40.76328,-73.99347,2,3,3,0.06,2,0
1,17,40.7699,-73.98985,2,1,1,0.02,1,0
1,9,40.72304,-73.97696,1,1,1,0.02,1,0
1,29,40.7695,-73.95115,2,1,0,0.0,1,0
2,1,40.69118,-73.95928,1,2,14,0.3,1,0
1,23,40.72521,-74.00213,1,5,8,0.19,1,0
2,12,40.69011,-73.98053,1,1,0,0.0,1,0
1,20,40.72131,-73.98541,1,3,1,0.02,1,0
2,6,40.67702,-73.959,1,1,0,0.0,1,0
1,3,40.7393,-73.99609,1,1,0,0.0,1,0
1,16,40.8215,-73.95565,2,1,0,0.0,1,0
2,1,40.68179,-73.92947,2,1,0,0.0,1,0
2,1,40.6937,-73.94962,2,6,10,0.28,2,0
2,2,40.69559,-73.92783,1,1,1,0.02,1,0
2,1,40.68279,-73.92135,1,2,11,0.93,1,6
4,19,40.76422,-73.93169,2,2,0,0.0,2,364
2,26,40.65602,-73.95891,1,3,20,0.43,1,0
1,23,40.71106,-73.99576,1,1,0,0.0,1,0
1,9,40.72157,-73.97861,2,7,42,0.89,1,0
2,26,40.6602,-73.96246,2,3,5,0.11,1,0
2,23,40.68129,-73.99426,1,1,2,0.04,1,0
1,29,40.76637,-73.95345,1,1,2,0.04,1,0
1,8,40.79025,-73.9482,2,1,5,0.11,1,0
2,2,40.69881,-73.93057,2,1,2,0.04,1,188
4,23,40.75712,-73.89365,2,2,25,0.54,1,283
1,13,40.73523,-73.98668,2,2,53,1.16,2,344
2,33,40.70649,-73.92954,2,2,2,0.05,2,0
1,9,40.72775,-73.9863,2,2,0,0.0,2,0
2,23,40.66495,-73.99147,1,2,8,0.17,1,0
1,16,40.82036,-73.94219,2,1,10,0.29,2,365
1,16,40.81944,-73.9408,2,1,27,0.59,2,340
1,10,40.7044,-74.00851,1,1,0,0.0,1,0
2,23,40.67857,-73.99485,1,3,3,0.06,2,0
2,6,40.67323,-73.9619,1,2,4,0.09,1,0
2,23,40.58479,-73.9388,1,1,0,0.0,1,0
4,19,40.75403,-73.91814,1,1,9,0.19,1,0
2,1,40.69398,-73.9338,2,4,22,0.47,1,0
2,23,40.63519,-74.02634,1,1,0,0.0,1,0
1,23,40.72251,-73.99957,2,1,0,0.0,1,0
2,2,40.70335,-73.92891,2,2,1,0.02,1,0
4,27,40.71111,-73.91689,2,10,8,0.17,1,36
2,2,40.68935,-73.9127,2,1,1,0.02,1,0
4,0,40.76583,-73.92878,1,1,0,0.0,1,0
1,29,40.77285,-73.94715,2,1,0,0.0,1,0
4,0,40.75535,-73.92609,1,2,4,0.09,1,0
2,25,40.67603,-73.96941,1,4,2,0.04,1,0
2,33,40.71147,-73.95312,1,6,2,0.04,1,0
1,31,40.83713,-73.94343,2,1,3,0.07,1,0
2,1,40.68426,-73.95669,1,5,11,0.23,1,0
4,0,40.75959,-73.92439,1,1,2,0.04,1,0
1,23,40.74763,-73.9733,1,2,26,0.58,1,0
1,3,40.75091,-73.99414,3,1,0,0.0,1,0
2,23,40.6834,-73.98549,1,3,0,0.0,1,0
2,5,40.68817,-73.96852,1,3,3,0.06,1,0
2,33,40.72124,-73.95847,1,1,54,1.15,1,365
2,23,40.68502,-73.99306,1,2,8,0.17,1,196
2,26,40.65798,-73.95985,2,3,14,0.31,1,0
2,33,40.71067,-73.96005,2,5,14,0.3,2,10
2,2,40.70227,-73.92362,2,2,0,0.0,1,0
2,23,40.67705,-73.99607,2,1,3,0.06,2,0
2,1,40.68625,-73.93003,2,1,2,0.04,1,0
1,15,40.72913,-74.00074,2,1,32,1.63,1,0
2,33,40.71381,-73.93619,1,7,0,0.0,1,0
2,33,40.71212,-73.95888,1,3,36,0.77,1,1
2,6,40.66783,-73.93042,1,5,11,0.24,1,0
1,30,40.78129,-73.98572,3,2,7,0.15,2,0
2,25,40.67354,-73.96359,1,2,24,0.52,2,151
2,23,40.62022,-73.95622,1,7,0,0.0,1,0
2,5,40.69485,-73.96254,1,2,9,0.2,1,0
1,3,40.75014,-73.99069,1,6,17,0.37,1,0
4,23,40.74667,-73.92361,1,5,4,0.09,1,0
